"seq","datelastmodified","institutioncode","collectioncode","catalognumber","basisofrecord","kingdom","phylum","class","ordem","family","genus","species","subspecies","scientificname","scientificnameauthor","identifiedby","yearidentified","monthidentified","dayidentified","typestatus","collector","collectornumber","fieldnumber","yearcollected","monthcollected","daycollected","julianday","timeofday","continentocean","country","stateprovince","county","locality","longitude","latitude","coordinateprecision","boundingbox","minimumelevation","maximumelevation","minimumdepth","maximumdepth","sex","preparationtype","individualcount","previouscatalognumber","relationshiptype","relatedcatalogitem","notes","barcode","geoflag"
411,2018-08-13 19:37:37,"UFC","EAC","50819","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd & Fisch","Lima-Verde, L.W.",2011,"11","21",NA,"Lima-Verde, L.W.","3494",NA,2008,"06","26",NA,NA,"Southern America","Brasil","Ceará","Guaramiranga","Pico Alto, dentro da mata.",-38.9331016540527,-4.26332998275757,13198,NA,1050,1050,NA,NA,NA,NA,NA,NA,NA,NA,"Erva.; Mata ombrófila","EAC0050819","auto"
412,2019-09-09 13:35:43,"UFC","EAC","29210","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd & Fisch","Lopes, M.S.",2000,"10","04",NA,"Almeida Neto, M.","31",NA,1997,"01","26",NA,NA,"Southern America","Brasil","Ceará","Maranguape","Trilha para Pedra Rajada",-38.716667,-3.833333,NA,NA,700,700,NA,NA,NA,NA,NA,NA,NA,NA,"Epifita sobre arvore na margem da trilha; Mata subperenifolia","EAC0029210",NA
413,2019-09-09 13:35:43,"UFC","EAC","2859","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd & Fisch","Paula-Zárate, E.L.",1992,"11","25",NA,"Fernandes, A.","s.n.",NA,1976,"08","14",NA,NA,"Southern America","Brasil","Ceará","Baturité","Pico Alto.",-38.8847007751465,-4.32860994338989,35980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EAC0002859","auto"
414,2016-05-13 20:43:31,"PUC-RIO","FCAB","0121","S","Plantae",NA,NA,"Pteridophyta","Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","P.E. Leite S.J.",NA,NA,NA,NA,"P. Capell S.J.","s.n.",NA,1951,"05","14",NA,NA,NA,"Brasil","Rio de Janeiro","Nova Friburgo","Pico da Caledônia",-42.5311012268066,-22.2819004058838,33190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000121","auto"
415,2016-08-26 12:16:04,"UFSM","HDCF","2961","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Condack, J. P. S.",2014,"10",NA,NA,"Marchiori, J. N. C.","581",NA,1986,"10","04",NA,NA,"América","Brasil","Rio Grande do Sul","São Vicente do Sul","Cerro do Loreto",-54.6794013977051,-29.6916999816895,42672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Topo do cerro",NA,"auto"
416,2015-10-22 12:02:32,"UNIOESTE","UNOP","8448","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Almeida, T.E.",2011,"09",NA,NA,"Lombardi, J.A.; Taxonomia de campo; Taxonomia de campo","8326",NA,2011,"04","12",NA,NA,NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, trilha para o alojamento 04 e a Pedra do Sino.",-42.9655990600586,-22.4122009277344,38539,NA,1190,2130,NA,NA,NA,NA,NA,NA,NA,NA,"Mata encosta, terrestre.",NA,"auto"
417,2019-02-20 17:44:50,"INPA","INPA","216051","S","Plantae","Polypodiopsida",NA,"Polypodiales","Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Salino, A",2017,NA,NA,NA,"Carvalho, FA de","299",NA,2004,"12","28",NA,NA,"Southern America","Brasil","Amazonas","São Gabriel da Cachoeira","Parque Nacional do Pico da Neblina, Parque Nacional do Pico da Neblina - Trilha para a cachoeira do Anta, entre o acampamento e Cuiabixi e Mao ao ao. Subindo a Serra da Neblina. Floresta ombrófila densa montana.",-65.979167,0.798056,NA,NA,1300,1300,NA,NA,NA,NA,NA,NA,NA,NA,NA,"INPA0216051",NA
418,2019-02-20 17:44:50,"INPA","INPA","26593","S","Plantae","Polypodiopsida",NA,"Polypodiales","Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Cremers, G",1987,"07",NA,NA,"Prance, GT","9456",NA,1969,"01","21",NA,NA,"Southern America","Brasil","Roraima","Cantá","Serra da Lua, Upper slopes of Serra da Lua, 1200 m. Cloud forest.",-60.183333,2.416667,NA,NA,1200,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,"INPA0026593",NA
419,2019-02-20 17:44:50,"INPA","INPA","56622","S","Plantae","Polypodiopsida",NA,"Polypodiales","Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Sylvestre, LS",2000,"03",NA,NA,"Ramos, JF","180",NA,1976,"02","29",NA,NA,"Southern America","Brasil","Acre","Cruzeiro do Sul","Aeroporto, sub-base do Projeto RADAM/BRASIL, serra do Divisor. Solo argiloso.",-72.6699981689453,-7.63111019134521,123037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"INPA0056622","auto"
420,2019-02-20 17:44:50,"INPA","INPA","203514","S","Plantae","Polypodiopsida",NA,"Polypodiales","Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Dittrich, VA de O.",1995,NA,NA,NA,"Silva, JM da","2997",NA,1999,"07","14",NA,NA,"Southern America","Brasil","Paraná","Campina Grande do Sul","Morro Camapuã.",-49.0553016662598,-25.3055992126465,55154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"INPA0203514","auto"
421,2017-11-01 16:38:47,"FUVATES","HVAT","1413","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","F. Gonzatti",2013,"11","01",NA,"F. Gonzatti","921",NA,2013,"10","08",NA,NA,NA,"Brasil","Rio Grande do Sul","Tavares","Fazenda Boiadeiro.",-50.960756,-31.215708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Herbácea. -Doação do Herbário ICN, registro ICN 161365.; Em interior de mata turfosa.",NA,NA
422,2017-11-01 16:38:47,"FUVATES","HVAT","1480","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","F. Gonzatti",2013,"12","01",NA,"F. Gonzatti","948",NA,2013,"11","04",NA,NA,NA,"Brasil","Rio Grande do Sul","Maquiné","Estrada para Capão da Canoa.",-50.150194,-29.790389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Terrícola, rizomatosa. -Doação do Herbário ICN, registro ICN 176484.; Interior da mata de restinga.",NA,NA
423,2019-07-24 19:30:57,"SMITHSONIAN","US","2420933","PreservedSpecimen","Plantae",NA,"Pteridophyte","Polypodiales","Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"J. E. Leite","3541",NA,1945,"07",NA,NA,NA,"South America - Neotropics","Brazil","São Paulo",NA,"Campos de Jordes. Est. S. Paulo. [interpreted]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=\"http://n2t.net/ark:/65665/36822ef2a-4351-4329-bf4a-603a6df666ce\" target=\"other\" class=\"eLink\"> <mi>dwc_moreinfo</mi></a>","US01512893",NA
424,2019-07-24 19:30:57,"SMITHSONIAN","US","2256640","PreservedSpecimen","Plantae",NA,"Pteridophyte","Polypodiales","Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"L. Smith, R. Reitz & R. M. Klein","7735",NA,1956,"11","17",NA,NA,"South America","Brazil","Santa Catarina",NA,"Brazil, Santa Catarina, Mun. Bom Retiro: Fazenda Campo dos Padres, Campo dos Padres",NA,NA,NA,NA,1650,1650,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=\"http://n2t.net/ark:/65665/3e55abd22-b244-4c4f-bbe3-50876c93cf00\" target=\"other\" class=\"eLink\"> <mi>dwc_moreinfo</mi></a>","US01512887",NA
425,2019-07-24 19:30:57,"SMITHSONIAN","US","1280927","PreservedSpecimen","Plantae",NA,"Pteridophyte","Polypodiales","Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"P. K. Dusén","8095",NA,1909,"05","08",NA,NA,"South America","Brazil","Paraná",NA,"Brasilienses, Parana: Alexandra, in silva prim. ad terram. [interpreted]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=\"http://n2t.net/ark:/65665/336e4e13a-59c2-4a27-b85d-6082fa369403\" target=\"other\" class=\"eLink\"> <mi>dwc_moreinfo</mi></a>","US01512888",NA
426,2019-07-24 19:30:57,"SMITHSONIAN","US","1516179","PreservedSpecimen","Plantae",NA,"Pteridophyte","Polypodiales","Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"P. K. Dusén","14737",NA,1914,"03","25",NA,NA,"South America","Brazil","Paraná",NA,"Brasilienses, Parana: Jacarehy, in silvula, [interpreted]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=\"http://n2t.net/ark:/65665/33e27da59-2bae-4f87-a3ab-dd99416f9b47\" target=\"other\" class=\"eLink\"> <mi>dwc_moreinfo</mi></a>","US01512952",NA
427,2019-07-24 19:30:57,"SMITHSONIAN","US","209390","PreservedSpecimen","Plantae",NA,"Pteridophyte","Polypodiales","Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"A. Regnell","332?",NA,1854,"01","10",NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,"Brasilia, prov. Minas Geraes. [interpreted]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=\"http://n2t.net/ark:/65665/3c657e82f-dc3a-4da2-9131-dbb9198aceb5\" target=\"other\" class=\"eLink\"> <mi>dwc_moreinfo</mi></a>","US01512890",NA
428,2019-07-24 19:30:57,"SMITHSONIAN","US","2015444","PreservedSpecimen","Plantae",NA,"Pteridophyte","Polypodiales","Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"L. O. Williams & V. Assis","6658",NA,1945,"04","15",NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,"Brazil, Minas Gerais, Serra da Mutuca, beyond Barreiro, Municipio of Nova Lima.",NA,NA,NA,NA,1400,1400,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=\"http://n2t.net/ark:/65665/39d621733-7462-46b7-ad66-18208600c6f9\" target=\"other\" class=\"eLink\"> <mi>dwc_moreinfo</mi></a>","US01512951",NA
429,2019-07-24 19:30:57,"SMITHSONIAN","US","1443976","PreservedSpecimen","Plantae",NA,"Pteridophyte","Polypodiales","Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"v. Luetzelburg","6385",NA,1915,"08",NA,NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,"Rio de Janeiro; Serra dos Orgaos: Morro Assu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=\"http://n2t.net/ark:/65665/3a7dee6a6-5fd6-46a3-b8af-188badeaff09\" target=\"other\" class=\"eLink\"> <mi>dwc_moreinfo</mi></a>","US01512889",NA
430,2019-07-24 19:30:57,"SMITHSONIAN","US","3088854","PreservedSpecimen","Plantae",NA,"Pteridophyte","Polypodiales","Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"J. Cordeiro & A. Manosso","253",NA,1986,"03","11",NA,NA,"South America","Brazil","Paraná",NA,"Rod. do. Cafe (mun. Palmeira) Parana.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=\"http://n2t.net/ark:/65665/37042c2f2-c020-40be-b1ca-fa2fed999750\" target=\"other\" class=\"eLink\"> <mi>dwc_moreinfo</mi></a>","US01512948",NA
431,2019-07-24 19:30:57,"SMITHSONIAN","US","2563937","PreservedSpecimen","Plantae",NA,"Pteridophyte","Polypodiales","Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"G. Hatschbach","8028",NA,1961,"05","18",NA,NA,"South America","Brazil","Paraná",NA,"Est Parana (Brasil). Mun Paranagua, Encruzilhada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=\"http://n2t.net/ark:/65665/36920f1c8-7308-4b5e-a08c-b1d803a83481\" target=\"other\" class=\"eLink\"> <mi>dwc_moreinfo</mi></a>","US01512942",NA
432,2019-07-24 19:30:57,"SMITHSONIAN","US","3418128","PreservedSpecimen","Plantae",NA,"Pteridophyte","Polypodiales","Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"G. Hatschbach","14999",NA,1966,"10","18",NA,NA,"South America","Brazil","Paraná",NA,"Cab. Rio Iratim (mun. Gal. Carneiro) Paran. [interpreted]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=\"http://n2t.net/ark:/65665/38249543c-f487-4b53-b992-17f188a3e133\" target=\"other\" class=\"eLink\"> <mi>dwc_moreinfo</mi></a>","US01512947",NA
433,2019-07-24 19:30:57,"SMITHSONIAN","US","2295965","PreservedSpecimen","Plantae",NA,"Pteridophyte","Polypodiales","Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"R. Reitz","C864",NA,1944,"11","17",NA,NA,"South America","Brazil","Santa Catarina",NA,"Brazil: Passo do Sertao, Arangua, Santa Catarina terrestre da mata virgem.",NA,NA,NA,NA,15,15,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=\"http://n2t.net/ark:/65665/3828e0c07-f350-4a6c-9be0-a475926389d5\" target=\"other\" class=\"eLink\"> <mi>dwc_moreinfo</mi></a>","US01512891",NA
434,2019-07-24 19:30:57,"SMITHSONIAN","US","2295910","PreservedSpecimen","Plantae",NA,"Pteridophyte","Polypodiales","Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"C. Spannagel","78",NA,NA,NA,NA,NA,NA,"South America","Brazil","Santa Catarina",NA,"Brazil: Lagas, Santa Catarina.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=\"http://n2t.net/ark:/65665/3a6cad0b1-a3eb-4a61-95ca-4223de387854\" target=\"other\" class=\"eLink\"> <mi>dwc_moreinfo</mi></a>","US01512949",NA
435,2019-07-24 19:30:57,"SMITHSONIAN","US","2885207","PreservedSpecimen","Plantae",NA,"Pteridophyte","Polypodiales","Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Mickel, J. T., (NY), New York Botanical Garden",NA,NA,NA,NA,"G. T. Prance, J. R. Steward, J. F. Ramos, L. G. Farias & O. P. Monteiro","9456",NA,1969,"01","24",NA,NA,"South America - Neotropics","Brazil","Roraima",NA,"Serra da Lua",-60.21,2.45,NA,NA,1200,1200,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=\"http://n2t.net/ark:/65665/3ee0b6e17-c2b9-4d36-ac45-7afa16c5ebb4\" target=\"other\" class=\"eLink\"> <mi>dwc_moreinfo</mi></a>","US00718897",NA
436,2019-07-24 19:30:57,"SMITHSONIAN","US","2291539","PreservedSpecimen","Plantae",NA,"Pteridophyte","Polypodiales","Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"S. Leatherman","M5",NA,NA,NA,NA,NA,NA,"South America - Neotropics","Brazil","São Paulo",NA,"Cultivated at a \"chacara\" near Sao Paulo, Brazil.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=\"http://n2t.net/ark:/65665/3b42fdf38-7cb6-45c2-8e9d-95ffdecde38f\" target=\"other\" class=\"eLink\"> <mi>dwc_moreinfo</mi></a>","US01503405",NA
437,2019-07-24 19:30:57,"SMITHSONIAN","US","532297","PreservedSpecimen","Plantae",NA,"Pteridophyte","Polypodiales","Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"G. O. A. Malme","s.n.",NA,1902,"09","30",NA,NA,"South America - Neotropics","Brazil","Mato Grosso",NA,"Brasiliae civit. Matto Grosso: Sa. Anna da Chapada. [interpreted]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=\"http://n2t.net/ark:/65665/3b4deeea7-848b-4d98-ba42-495d23185788\" target=\"other\" class=\"eLink\"> <mi>dwc_moreinfo</mi></a>","US01512941",NA
438,2019-07-24 19:30:57,"SMITHSONIAN","US","2295979","PreservedSpecimen","Plantae",NA,"Pteridophyte","Polypodiales","Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"R. Reitz","3578",NA,1949,NA,NA,NA,NA,"South America","Brazil","Santa Catarina",NA,"S. Catarina - Brasil, Brusque.",NA,NA,NA,NA,50,50,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=\"http://n2t.net/ark:/65665/3fd909310-9dd6-4f74-962c-94771f7f30c9\" target=\"other\" class=\"eLink\"> <mi>dwc_moreinfo</mi></a>","US01512892",NA
439,2019-07-24 19:30:57,"SMITHSONIAN","US","2415025","PreservedSpecimen","Plantae",NA,"Pteridophyte","Polypodiales","Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"J. J. Wurdack","1343",NA,1962,"07","11",NA,NA,"South America - Neotropics","Brazil","Amazonas",NA,"Departamento de Amazonas, Provincia de Chachapoyas, Middle eastern Calla-Calla slopes, near Kms. 411- 4116 of Leimebamba-Balsas road.",NA,NA,NA,NA,3100,3250,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=\"http://n2t.net/ark:/65665/315000487-bbf4-47e7-ba4e-72fec3d62895\" target=\"other\" class=\"eLink\"> <mi>dwc_moreinfo</mi></a>","US01512894",NA
440,2019-07-24 19:30:57,"SMITHSONIAN","US","2690471","PreservedSpecimen","Plantae",NA,"Pteridophyte","Polypodiales","Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"O. Handro","605",NA,1956,"09","13",NA,NA,"South America - Neotropics","Brazil","São Paulo",NA,"Brasil- Estado de Sao Paulo: Municipio de Santa Izabel, Igarata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=\"http://n2t.net/ark:/65665/31f7ac1a9-1b94-4e7e-8412-14d40f4fd24e\" target=\"other\" class=\"eLink\"> <mi>dwc_moreinfo</mi></a>","US01512945",NA
441,2019-07-24 19:30:57,"SMITHSONIAN","US","2293428","PreservedSpecimen","Plantae",NA,"Pteridophyte","Polypodiales","Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"Reitz & Klein, --","2887",NA,1956,"03","22",NA,NA,"South America","Brazil","Santa Catarina",NA,"Santa Catarina - Brasil, Braco Joaquim, Luis Alves, Itajai.",NA,NA,NA,NA,400,400,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=\"http://n2t.net/ark:/65665/3180f3edb-0014-40b0-a74c-5d68513d6521\" target=\"other\" class=\"eLink\"> <mi>dwc_moreinfo</mi></a>","US01512886",NA
442,2019-07-24 19:30:57,"SMITHSONIAN","US",NA,"PreservedSpecimen","Plantae",NA,"Pteridophyte","Polypodiales","Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"Riedel, --","s.n.",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,"Brasilia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=\"http://n2t.net/ark:/65665/3a9d782bd-4ca0-444b-99bf-a5c36720b5d4\" target=\"other\" class=\"eLink\"> <mi>dwc_moreinfo</mi></a>",NA,NA
443,2019-07-24 19:30:57,"SMITHSONIAN","US","532305","PreservedSpecimen","Plantae",NA,"Pteridophyte","Polypodiales","Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"G. O. A. Malme","2233",NA,1902,"08","09",NA,NA,"South America - Neotropics","Brazil","Mato Grosso",NA,"Brasiliae civit. Matto Grosso: S:a Anna da Chapada. [interpreted]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=\"http://n2t.net/ark:/65665/33a4bc25c-42a3-44ff-8a19-40ca9fee2cf9\" target=\"other\" class=\"eLink\"> <mi>dwc_moreinfo</mi></a>","US01512940",NA
444,2019-07-24 19:30:57,"SMITHSONIAN","US","704888","PreservedSpecimen","Plantae",NA,"Pteridophyte","Polypodiales","Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"H. Lüderwaldt","1796",NA,1911,"07",NA,NA,NA,"South America","Brazil","Santa Catarina",NA,"Hammonia (Blumenau),Est. St. Catharina. [interpreted]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=\"http://n2t.net/ark:/65665/3971f9315-4a4c-4505-a981-c5b6faf00ac1\" target=\"other\" class=\"eLink\"> <mi>dwc_moreinfo</mi></a>","US01512944",NA
445,2019-07-24 19:30:57,"SMITHSONIAN","US","762640","PreservedSpecimen","Plantae",NA,"Pteridophyte","Polypodiales","Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"J. N. Rose & P. G. Russell","20552",NA,1915,"07","26",NA,NA,"South America","Brazil",NA,NA,"South America, Itatiaya, Brazil.",NA,NA,NA,NA,2000,2300,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=\"http://n2t.net/ark:/65665/392ef498d-ea15-4e1f-ad8f-6f3a063bdb61\" target=\"other\" class=\"eLink\"> <mi>dwc_moreinfo</mi></a>","US01512946",NA
446,2019-07-24 19:30:57,"SMITHSONIAN","US","1516118","PreservedSpecimen","Plantae",NA,"Pteridophyte","Polypodiales","Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"A. C. Brade","s.n.",NA,1924,NA,NA,NA,NA,"South America - Neotropics","Brazil","São Paulo",NA,"Brazil, Morro das Pedras, Iguape, State of Sao Paulo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=\"http://n2t.net/ark:/65665/34bc61439-4f77-428a-8c3c-ded5d4505e6c\" target=\"other\" class=\"eLink\"> <mi>dwc_moreinfo</mi></a>","US01512950",NA
447,2019-07-24 19:30:57,"SMITHSONIAN","US","2690489","PreservedSpecimen","Plantae",NA,"Pteridophyte","Polypodiales","Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"O. Handro","s.n.",NA,1956,"09","13",NA,NA,"South America - Neotropics","Brazil","São Paulo",NA,"Brasil, Prodedencia Estado de Sao Paulo: Municipio de Santa Izabel, Igarata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=\"http://n2t.net/ark:/65665/34d1f91fa-0d59-40a5-953b-a227a25534e4\" target=\"other\" class=\"eLink\"> <mi>dwc_moreinfo</mi></a>","US01512943",NA
448,2014-04-04 21:29:16,"PNFM","IRAI","7496","S","Plantae","Monilophyta",NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Cordeiro, J.; Barbosa, E.",2008,"01","01",NA,"Caxambu, M.G.","2058",NA,2008,"04","18",NA,NA,NA,"Brasil","Paraná","Piraquara","Mananciais da Serra",-48.982167,-25.496722,NA,NA,1004,1004,NA,NA,NA,NA,NA,NA,NA,NA,"Erva rupícola, semi-ciófila, ca. 0,6 m. Soros castanhos ao longo das nervuras das folhas. Relevo ondulado. Vegetação floresta ombrófila densa montana","IRAI00007496",NA
449,2019-07-01 18:01:23,"UEFS","HUEFS","99262","S","Plantae","Pteridophyta","Polypodiopsida","Polypodiales","Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","J.L.Ferreira",2007,"05",NA,NA,"Queiroz, L.P.de","10766",NA,2005,"08","19",NA,NA,NA,"Brasil","Bahia","Itaberaba","Serra 1, Faz. Gameleira, entrando entre a Faz. Monte Verde e a Faz. Leão dos Brejos.",-40.537222,-12.417222,NA,NA,649,649,NA,NA,NA,NA,NA,NA,NA,NA,"Floresta Estacional.","HUEFS0099262",NA
450,2019-07-01 18:01:23,"UEFS","HUEFS","56503","S","Plantae","Pteridophyta","Polypodiopsida","Polypodiales","Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"Almeida-Neto, M.","97",NA,1997,"02","02",NA,NA,NA,"Brasil","Ceará","Guramiranga","Serra de Baturité, Pico Alto.",-38.95,-4.25,NA,NA,1100,1100,NA,NA,NA,NA,NA,NA,NA,NA,"Mata plúvil-nebular.","HUEFS0056503",NA
451,2019-07-01 18:01:23,"UEFS","HUEFS","55231","S","Plantae","Pteridophyta","Polypodiopsida","Polypodiales","Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"Nonato, F.R.","381",NA,1997,"07","13",NA,NA,NA,"Brasil","São Paulo","Cunha","Rodovia SP 171 Cunha-Parati, Pedra da Marcela ( Torre de Transmissão de Furnas).",-44.85,-23.166667,NA,NA,1700,1700,NA,NA,NA,NA,NA,NA,NA,NA,"Mata de encosta úmida.","HUEFS0055231",NA
452,2019-07-01 18:01:23,"UEFS","HUEFS","128216","S","Plantae","Pteridophyta","Polypodiopsida","Polypodiales","Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","A.Salino",2009,"02",NA,NA,"Paixão, J.L.","1378",NA,2007,"10","19",NA,NA,NA,"Brasil","Bahia","Amargosa","Área do Centro Sapucaia, próximo a \"Jacubinha\" e \"Toca-da-onça\".",-39.828889,0,NA,NA,625,625,NA,NA,NA,NA,NA,NA,NA,NA,"Mata Atlântica.","HUEFS0128216",NA
453,2019-07-01 18:01:23,"UEFS","HUEFS","71","S","Plantae","Pteridophyta","Polypodiopsida","Polypodiales","Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","E.de La Sota",1995,"07",NA,NA,"Noblick, L.R.","1761",NA,1980,"04","03",NA,NA,NA,"Brasil","Bahia","Lençóis",NA,-41.383333,-12.566667,NA,NA,900,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0000071",NA
